,lat,lon,alt
0,50.81800135020114,12.943430298962873,0.1065315197157847
1,50.807016842844156,12.936821627579725,0.07907809613217517
2,50.806764303696305,12.934901544218402,0.07096042654325933
3,50.81863832112804,12.917907315123813,0.05964856189464033
4,50.81640346639793,12.94501604392503,0.11694485080217856
5,50.81863977689572,12.917897699732457,0.05973708457096909
6,50.81686551375093,12.944634065135471,0.11420804443334547
7,50.817917820277,12.917387594034693,0.05804690672635874
8,,,
9,50.81826362953909,12.943092358089821,0.10457225031049255
10,50.80695779566301,12.936380259459787,0.07696135590856772
11,,,
12,,,
13,,,
14,,,
15,,,
16,50.821073239845035,12.9373081258828,0.08013359490756533
17,,,
18,,,
19,,,
20,,,
21,50.806776076546285,12.93492926285717,0.07094022322421055
22,50.81781515737423,12.917314657591144,0.057908506403419525
23,,,
24,,,
25,50.806355863783686,12.935905717457613,0.08270924134366532
26,50.8184117015436,12.942890231210379,0.10343345113875832
27,50.82242487710181,12.928610263099348,0.0669039630191094
28,50.81786771526854,12.917351979532379,0.05797643187125895
29,50.81817111134731,12.943214406999294,0.10527148677778685
30,50.8179893469269,12.943445230330997,0.10662010879228447
31,50.818876072225294,12.918083222946477,0.06041019215686795
32,50.80694129795067,12.936252931877767,0.07637262036319961
33,50.80703125520387,12.93692615605378,0.07959666419514992
34,50.818122035663784,12.943277974483987,0.10563995752861985
35,50.80698281891401,12.936569912908459,0.07785636794063142
36,50.821188437978435,12.936717905256675,0.07758548238992521
37,50.818650163218585,12.917916433634113,0.05968052317039496
38,50.82085848628367,12.938318081844896,0.08495094500787352
39,50.81838218753347,12.91771771283412,0.05897852337386333
40,50.80676130934632,12.935373763458035,0.07360712309215213
41,50.82033714468094,12.940390562766993,0.09662108550435451
42,50.806787734237666,12.93506233838424,0.07149299219291044
43,50.81832546121665,12.917677647115424,0.05883562288305645
44,50.80662585199828,12.93391524265434,0.06807991366939321
45,50.81815330175937,12.9175601873851,0.058414124877225165
46,50.80678208904244,12.935014459265,0.07131319745390653
47,50.806560941846406,12.93495212595963,0.07417997489638867
48,50.818419683080236,12.917744573415092,0.05907407246251254
49,50.81867705926785,12.917926014487776,0.059841828679129766
50,50.80712273220593,12.937561155610421,0.08288467601264317
51,,,
52,,,
53,50.81988874807219,12.941950430015673,0.10732552720958208
54,50.80635141169327,12.935300075365113,0.07921784919417961
55,50.8068924076749,12.935887274749124,0.07477615363151709
56,50.806786533962104,12.935045027562177,0.07141578425305138
57,50.81756346174346,12.917141114868555,0.0576285901211429
58,50.80712266895344,12.937560834832349,0.08288316314132534
59,50.81753636595495,12.917122931694731,0.057602949556563296
60,50.818032162396435,12.91746995069799,0.05822078218866725
61,50.80683959817798,12.93548473455111,0.07312987111484556
62,50.806865059389466,12.93568194985568,0.0739258215762155
63,50.820367855483774,12.940280339055635,0.09593919661886219
64,50.80657108808053,12.934900773679125,0.07375621167782868
65,50.81754375230154,12.917127826681341,0.05761029637761897
66,50.820449585403445,12.93998087989907,0.09412260968120778
67,50.817920127860035,12.917389332091142,0.05804948370912415
68,50.820299063793755,12.940525602406547,0.0974664024046633
69,50.806499401788514,12.935251574697242,0.07673104817192528
70,50.80696636053135,12.93644562510771,0.07726736271695854
71,50.80677983169058,12.934995195931055,0.07124118123907498
72,50.818824615626674,12.918041602173387,0.060261586924342615
73,50.8202161148714,12.940812892625907,0.0992984470183928
74,50.81813320105476,12.917546872408078,0.058366106860902094
75,50.818390033765155,12.917723308612242,0.05899844572340344
76,50.820755287037066,12.938766669264838,0.08727306422801938
77,50.81885740568987,12.91808123740234,0.060253943144281494
78,50.80696891263709,12.936464940071822,0.0773581536071646
79,50.8070542992745,12.937090660271863,0.08042581126605589
80,50.81855816810531,12.917846426086133,0.05943451549139647
81,50.820147360308844,12.941044689298424,0.10081175022555365
82,,,
83,50.80698925882834,12.936618116033976,0.0780873900963156
84,,,
85,,,
86,,,
87,50.8218646324215,12.932674310502819,0.06639246634040125
88,50.818184373617804,12.917572853199271,0.058554564094690384
89,50.81816716123275,12.91756941627965,0.05844737790645497
90,50.816294098326466,12.945097893537703,0.11755638198833385
91,50.81882433104936,12.918054263056806,0.06016064202292044
92,50.819312799549095,12.918447892856062,0.061847421263930336
93,50.80678188052058,12.935195588299742,0.07231033981233809
94,50.818337863514486,12.917686348430342,0.058866695999103276
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,50.81875936543343,12.918002029866727,0.059979354376863116
104,50.806786168426186,12.935049096886939,0.07144314859665801
105,50.81880706155157,12.918027556622567,0.06021118373400893
106,50.815708606686,12.945486881289437,0.12064602032292053
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,50.80696627372202,12.936444951621793,0.07726417377706034
119,,,
120,,,
121,,,
122,50.817769411194305,12.917282571811967,0.05785129299698936
123,,,
124,,,
125,50.81929061414411,12.918428969269534,0.06176596918321035
126,50.80696257375609,12.936416732368649,0.07713168897084735
127,50.82104769389752,12.937434189205174,0.08070362541721345
128,50.807062411955236,12.937147943840097,0.08071850389186823
129,50.80613883005929,12.9359356062558,0.08621444270597149
130,50.819858658526805,12.941960461101297,0.10709852093227512
131,50.821991729469914,12.931663485290416,0.06507650585052124
132,50.81793907758207,12.943507126124816,0.10698839268144686
133,50.807014717200154,12.936806258672242,0.07900269170720615
134,50.82054695553563,12.939610977192167,0.09194814429705833
135,50.821851422134586,12.932755638298401,0.06648947375555575
136,50.8197598203641,12.91833878175339,0.06735680728464982
137,50.806353910014465,12.93591444973874,0.08279213340980493
138,,,
139,50.807036668130294,12.9369652791383,0.07979278513983258
140,50.81636124146665,12.945047803809121,0.11717968643114389
141,50.80678893547848,12.935072470812987,0.07153118443857634
142,50.819863500172794,12.91782843086802,0.07245054004602697
143,,,
144,,,
145,50.82038007524248,12.940236252237144,0.09566883952296205
