,lat,lon,alt
0,50.81437645418106,12.927642415716493,350.0001770271109
1,50.811993859495544,12.930234317673968,350.0062810916078
2,50.81449558740786,12.927987816178621,350.00016707252007
3,50.81199711467249,12.93024234254982,350.00628132312175
4,50.811979872636414,12.9301994698515,350.00628034783534
5,50.814496405471544,12.927995182188551,350.00016259001745
6,50.81199728744022,12.93024275441426,350.0062813067064
7,50.814371205187115,12.92763511212307,350.000178022031
8,50.81155548655378,12.927848158427711,350.00643483505644
9,50.81437374115821,12.927638492168805,350.00017760335413
10,50.814377071546936,12.92764509245991,350.0001502459401
11,50.81198288939192,12.930207105490425,350.0062806275211
12,50.81199064434584,12.93022644405976,350.0062810729684
13,50.814497985132476,12.928009024102746,350.00015974555953
14,50.814498186892315,12.928010965158808,350.0001590509071
15,50.81449800104446,12.928009253680967,350.0001593295372
16,50.814377159979685,12.927645192944807,350.00015027427895
17,50.81198204443518,12.930204951521079,350.00628050522016
18,50.81199133524891,12.930228108517351,350.0062810068514
19,50.81164661532233,12.92886945274301,350.0062395689263
20,50.81175971251525,12.926638804995765,350.0062139091801
21,50.814495878016785,12.927990295140924,350.00016596386564
22,,,
23,50.81199445510912,12.930235855423986,350.00628128234564
24,50.81198062404805,12.930201340495556,350.00628033852877
25,50.811987411477475,12.930218389202649,350.0062808355395
26,50.81198940009984,12.930223343182815,350.0062809692205
27,50.81168660742162,12.926940107644654,350.00626088544624
28,50.811977201693956,12.930192758163814,350.0062802818117
29,50.8143781196694,12.927646647927183,350.0001502145199
30,50.814496269509554,12.927993929981865,350.0001633769751
31,50.811984307087485,12.930210624399114,350.0062806310197
32,50.81199702034952,12.930242127235648,350.0062813528677
33,50.81449636406126,12.927994790626709,350.00016287335876
34,50.814376086550645,12.927641900449167,350.00017708044584
35,50.81198025600965,12.930200473910661,350.00628045495876
36,50.81372537531497,12.92765202009073,350.00021370858167
37,50.81197718965224,12.930192717553068,350.006280258058
38,50.814371253407785,12.92763551750743,350.0001777038375
39,50.814496870058406,12.927999043403103,350.00016209518594
40,50.812014242686935,12.9259031363717,350.006121312674
41,50.81197568996022,12.930188948353752,350.0062802489902
42,50.811790249793674,12.926662557841485,350.0060488702433
43,50.81438004809147,12.927649714982136,350.0001499869853
44,50.81197745519663,12.930193397137206,350.00628028949916
45,50.81198042425224,12.930200900106446,350.0062804699164
46,50.814372165459076,12.927636592617388,350.0001776627501
47,50.81199941251099,12.930247955386475,350.00628142541973
48,50.814380187213715,12.927649897939833,350.0001500162759
49,50.811986848111026,12.93021695762086,350.0062807417403
50,50.8144953715638,12.92798595526909,350.00016807778144
51,50.81374129065629,12.927622304828803,350.000212399257
52,50.814373784435396,12.927638870246982,350.00017730070317
53,50.81199454774889,12.930236075691765,350.0062812703048
54,50.81449761271813,12.928005735302069,350.0001599636709
55,50.81449641677214,12.927994829204984,350.0001646020397
56,50.81160433694306,12.927414922947039,350.00633705049955
57,50.8143747874208,12.927639981575986,350.0001773854209
58,50.814373646413706,12.927638557388326,350.000177439208
59,50.81437678106391,12.927644569317252,350.0001503535668
60,50.8117653995962,12.926618163111108,350.00621056170644
61,50.81437137123688,12.927635221114619,350.0001780918525
62,50.814496821452146,12.927998719061868,350.000161761178
63,50.81199155977241,12.930228656961598,350.00628100351287
64,50.8143723798348,12.927636597687535,350.00017788271094
65,50.814374539466655,12.927639838539312,350.0001772391724
66,50.814495361017705,12.92798628477901,350.00016625727363
67,50.81437671956467,12.927642836626925,350.0001769435827
68,50.812004899047075,12.930261303358561,350.00628173171384
69,50.81182204272851,12.926435731740051,350.0061667620118
70,50.814496844050204,12.927998555448953,350.00016335335977
71,50.81437450686698,12.927639622123829,350.0001774039089
